"Customer_ID","Age","Occupation","Annual_Income","Num_Bank_Accounts","Interest_Rate","Num_of_Loan","Delay_from_due_date","Num_of_Delayed_Payment","Changed_Credit_Limit","Num_Credit_Inquiries","Credit_Mix","Outstanding_Debt","Credit_Utilization_Ratio","Credit_History_Age","Payment_of_Min_Amount","Total_EMI_per_month","Amount_invested_monthly","Payment_Behaviour","Monthly_Balance","Credit_Score"
"CUS_0x860",17,"Manager",24946.81,8,13,3,20,16,11.71,6,"Standard",72.27,40.6728196523855,148,"Yes",36.2696134175443,87.1408401389413,"High_spent_Medium_value_payments",367.369210062566,"Standard"
"CUS_0x860",17,"Manager",24946.81,8,13,3,20,16,11.71,6,"Standard",72.27,24.0635035657313,149,"Yes",36.2696134175443,36.2889909079125,"High_spent_Small_value_payments",367.231479007876,"Standard"
"CUS_0x860",17,"Manager",24946.81,8,13,3,15,15,11.71,6,"Standard",72.27,30.8163050367412,149,"Yes",36.2696134175443,140.051984907091,"High_spent_Medium_value_payments",273.468485008698,"Standard"
"CUS_0x860",17,"Manager",24946.81,8,13,3,20,16,11.71,6,"Standard",72.27,36.1077053214148,151,"Yes",36.2696134175443,87.1408401389413,"High_spent_Small_value_payments",279.421043773706,"Standard"
"CUS_0x860",17,"Manager",24946.81,8,13,3,16,15,11.71,6,"Standard",72.27,31.964739366877,152,"Yes",36.2696134175443,123.530969970143,"Low_spent_Large_value_payments",289.989499945646,"Standard"
"CUS_0x860",17,"Manager",24946.81,8,13,3,22,17,11.71,6,"Standard",72.27,39.3543616525139,153,"Yes",36.2696134175443,45.1788403685874,"High_spent_Medium_value_payments",348.341629547202,"Standard"
"CUS_0xa19",43,"Entrepreneur",14773.38,8,18,6,29,21,4.34,9,"Bad",2768.74,30.7901587300691,50,"Yes",43.300582481206,162.468641144501,"Low_spent_Small_value_payments",215.542276374293,"Poor"
"CUS_0xa19",43,"Entrepreneur",14773.38,8,18,6,27,19,-0.66,9,"Bad",2768.74,27.042700479043,51,"Yes",43.300582481206,151.549047301891,"Low_spent_Small_value_payments",226.461870216903,"Poor"
"CUS_0xa19",43,"Entrepreneur",14773.38,8,18,6,33,19,4.34,9,"Bad",2768.74,30.5324243758217,52,"Yes",43.300582481206,81.559699615429,"High_spent_Small_value_payments",266.451217903365,"Poor"
"CUS_0xa19",43,"Entrepreneur",14773.38,8,18,6,29,18,4.34,9,"Bad",2768.74,31.5140378060912,53,"Yes",43.300582481206,47.5062665825448,"Low_spent_Medium_value_payments",320.504650936249,"Poor"
"CUS_0xa19",43,"Entrepreneur",14773.38,8,18,6,29,18,2.34,10,"Bad",2768.74,33.9681204379467,54,"Yes",43.300582481206,94.6271635969971,"Low_spent_Small_value_payments",283.383753921797,"Standard"
"CUS_0xa19",43,"Entrepreneur",14773.38,8,18,6,29,19,4.34,10,"Bad",2768.74,34.7247522071088,55,"Yes",43.300582481206,69.4953846176567,"Low_spent_Small_value_payments",308.515532901137,"Poor"
"CUS_0xa19",43,"Entrepreneur",14773.38,8,18,6,29,18,4.34,10,"Bad",2768.74,31.9978833981005,56,"Yes",43.300582481206,75.6106944251407,"Low_spent_Medium_value_payments",292.400223093653,"Standard"
"CUS_0xa19",44,"Entrepreneur",14773.38,8,18,6,29,19,4.34,10,"Bad",2768.74,23.8592579836776,57,"Yes",43.300582481206,97.5452710405944,"Low_spent_Large_value_payments",265.218996429156,"Standard"
"CUS_0xbcca",40,"Writer",33262.2,6,18,3,14,14,17.33,1,"Standard",696.05,25.0374778044388,351,"Yes",43.3251531988762,188.088407758154,"Low_spent_Small_value_payments",350.071439042969,"Standard"
"CUS_0xbcca",40,"Writer",33262.2,6,18,3,14,12,17.33,1,"Standard",696.05,35.7601991208005,352,"Yes",43.3251531988762,215.158930174755,"Low_spent_Small_value_payments",323.000916626369,"Standard"
"CUS_0xbcca",40,"Writer",33262.2,6,18,3,14,11,17.33,1,"Standard",696.05,27.9285289070724,353,"Yes",43.3251531988762,178.442748062002,"Low_spent_Large_value_payments",263.344345092648,"Standard"
"CUS_0xbcca",40,"Writer",33262.2,6,18,3,14,13,17.33,1,"Standard",696.05,27.9311375059519,354,"Yes",43.3251531988762,265.595844849256,"Low_spent_Small_value_payments",272.564001951868,"Standard"
"CUS_0xbcca",40,"Writer",33262.2,6,18,3,14,14,17.4728571428571,2,"Standard",696.05,37.8007724657801,355,"Yes",43.3251531988762,98.0968052498318,"Low_spent_Large_value_payments",420.063041551292,"Standard"
"CUS_0xbcca",40,"Writer",33262.2,6,18,3,14,12,17.33,2,"Standard",696.05,33.8269621855544,356,"Yes",43.3251531988762,178.442748062002,"Low_spent_Small_value_payments",241.898426167568,"Standard"
"CUS_0xbcca",40,"Writer",33262.2,6,18,3,9,15,17.33,2,"Standard",696.05,37.8248379826223,354,"Yes",43.3251531988762,125.273752278014,"Low_spent_Small_value_payments",412.886094523109,"Standard"
"CUS_0xbcca",40,"Writer",33262.2,6,18,3,14,12,18.33,2,"Standard",696.05,36.3048560039585,358,"Yes",43.3251531988762,178.442748062002,"Low_spent_Small_value_payments",245.919978639423,"Standard"
"CUS_0x67aa",21,"Doctor",45594.72,7,18,6,15,20,9.47,8,"Standard",1256.49,38.5806078365846,188,"Yes",182.107185591721,167.842035691752,"High_spent_Small_value_payments",290.906778716527,"Standard"
"CUS_0x67aa",21,"Doctor",45594.72,7,18,6,10,19,9.47,8,"Standard",1256.49,30.1542300031234,189,"Yes",182.107185591721,174.538881256795,"High_spent_Medium_value_payments",307.443839714299,"Standard"
"CUS_0x67aa",21,"Doctor",45594.72,7,18,6,15,19,3.47,8,"Standard",1256.49,33.3235488612618,190,"Yes",182.107185591721,113.277793273472,"High_spent_Medium_value_payments",335.471021134807,"Standard"
"CUS_0x67aa",21,"Doctor",45594.72,7,18,6,13,17,9.47,8,"Standard",1256.49,26.6520241255104,191,"Yes",182.107185591721,101.728288953428,"Low_spent_Medium_value_payments",377.020525454852,"Standard"
"CUS_0x67aa",21,"Doctor",45594.72,7,18,6,15,17,9.47,8,"Standard",1256.49,28.7210601962305,192,"Yes",182.107185591721,152.836173247197,"Low_spent_Small_value_payments",335.912641161083,"Poor"
"CUS_0x67aa",21,"Doctor",45594.72,7,18,6,10,19,9.47,8,"Standard",1256.49,26.1688637542947,193,"Yes",182.107185591721,190.723853911431,"High_spent_Medium_value_payments",278.024960496849,"Poor"
"CUS_0x67aa",21,"Doctor",45594.72,7,18,6,15,19,9.47,8,"Standard",1256.49,28.5726078313115,194,"Yes",182.107185591721,164.67199094574,"Low_spent_Large_value_payments",304.076823462539,"Standard"
"CUS_0x67aa",22,"Doctor",45594.72,7,18,6,15,22,9.47,8,"Standard",1256.49,28.6240204758099,195,"Yes",182.107185591721,330.692032774543,"Low_spent_Medium_value_payments",148.056781633736,"Standard"
"CUS_0x5d01",49,"Engineer",25498.21,4,12,1,15,10,10.85,3,"Good",573.77,23.9591761312061,358,"No",19.4437219236504,95.7048550376995,"Low_spent_Medium_value_payments",347.736506371983,"Poor"
"CUS_0x5d01",49,"Engineer",25498.21,4,12,1,11,10,10.85,3,"Good",573.77,24.5197775874662,359,"No",19.4437219236504,122.105850817997,"Low_spent_Large_value_payments",311.335510591686,"Standard"
"CUS_0x5d01",49,"Engineer",25498.21,4,12,1,11,10,10.85,3,"Good",573.77,30.1313975470048,360,"No",19.4437219236504,129.776955297127,"Low_spent_Small_value_payments",323.664406112556,"Standard"
"CUS_0x5d01",50,"Engineer",25498.21,4,12,1,15,10,10.85,3,"Good",573.77,26.6651317054005,361,"No",19.4437219236504,47.6068522319411,"High_spent_Medium_value_payments",365.834509177742,"Standard"
"CUS_0x5d01",50,"Engineer",25498.21,4,12,1,11,10,10.85,3,"Good",573.77,23.3438535177244,362,"No",19.4437219236504,22.0387883931203,"High_spent_Medium_value_payments",381.402573016563,"Standard"
"CUS_0x5d01",50,"Engineer",25498.21,4,12,1,11,13,10.85,3,"Good",573.77,37.3887547795305,363,"No",19.4437219236504,47.8078848293838,"High_spent_Medium_value_payments",365.633476580299,"Standard"
"CUS_0x5d01",50,"Engineer",25498.21,4,12,1,11,11,10.85,3,"Good",573.77,34.4909045617833,364,"No",19.4437219236504,39.1098545928554,"High_spent_Medium_value_payments",374.331506816827,"Standard"
"CUS_0x5d01",50,"Engineer",25498.21,4,12,1,11,8,7.85,3,"Good",573.77,30.6063999267389,365,"No",19.4437219236504,72.5449970960107,"High_spent_Small_value_payments",350.896364313672,"Standard"
"CUS_0x3a02",34,"Engineer",14185.73,0,11,3,3,2,0.74,0,"Good",796.72,38.3316278534071,368,"No",21.7735291453393,63.0109395699739,"Low_spent_Small_value_payments",316.441350738035,"Standard"
"CUS_0x3a02",34,"Engineer",14185.73,0,11,3,3,2,0.74,0,"Good",796.72,23.3407897174265,372,"No",21.7735291453393,106.967366992455,"Low_spent_Small_value_payments",268.373520528873,"Standard"
"CUS_0x3a02",34,"Engineer",14185.73,0,11,3,3,2,0.74,0,"Good",796.72,30.5378097389177,370,"No",21.7735291453393,71.8899806418478,"Low_spent_Small_value_payments",303.45090687948,"Standard"
"CUS_0x3a02",34,"Engineer",14185.73,0,11,3,2,2,0.74,0,"Good",796.72,34.6517641629003,371,"No",21.7735291453393,33.2586614123782,"Low_spent_Medium_value_payments",332.082226108949,"Good"
"CUS_0x3a02",34,"Engineer",14185.73,0,11,3,3,2,0.74,0,"Good",796.72,37.6222205445746,372,"No",21.7735291453393,46.7452293454261,"High_spent_Small_value_payments",298.595658175901,"Good"
"CUS_0x3a02",35,"Engineer",14185.73,0,11,3,3,2,0.74,0,"Good",796.72,27.7599802010536,372,"No",21.7735291453393,94.9960470232991,"Low_spent_Large_value_payments",260.344840498028,"Good"
"CUS_0x3a02",35,"Engineer",14185.73,0,11,3,3,2,0.74,0,"Good",796.72,40.8626405458163,374,"No",21.7735291453393,28.3689189381377,"High_spent_Medium_value_payments",306.97196858319,"Good"
"CUS_0x3a02",35,"Engineer",14185.73,0,11,3,3,4,-0.26,4,"Good",796.72,25.4605237431108,375,"No",21.7735291453393,58.8503726362739,"Low_spent_Small_value_payments",306.490514885053,"Good"
"CUS_0xae52",25,"Architect",17001.68,10,18,6,44,12,8.19,11,"Bad",4033.83,26.3148470497794,149,"Yes",53.3919713930093,41.6846775758471,"Low_spent_Large_value_payments",323.50401769781,"Poor"
"CUS_0xae52",25,"Architect",17001.68,10,18,6,44,15,8.19,11,"Bad",4033.83,37.1220382601587,150,"Yes",53.3919713930093,43.4356998322126,"High_spent_Medium_value_payments",301.752995441445,"Poor"
"CUS_0xae52",26,"Architect",17001.68,10,18,6,46,15,7.47571428571429,11,"Bad",4033.83,28.3613947318019,151,"Yes",53.3919713930093,65.8203851137129,"Low_spent_Small_value_payments",319.368310159944,"Standard"
"CUS_0xae52",26,"Architect",17001.68,10,18,6,45,18,8.19,11,"Bad",4033.83,40.4478529383902,153,"Yes",53.3919713930093,52.283220114017,"Low_spent_Small_value_payments",332.90547515964,"Poor"
"CUS_0xae52",26,"Architect",17001.68,10,18,6,44,17,8.19,11,"Bad",4033.83,30.3820722087866,153,"Yes",53.3919713930093,151.709195166456,"Low_spent_Small_value_payments",233.479500107201,"Poor"
"CUS_0xae52",26,"Architect",17001.68,10,18,6,40,15,4.19,11,"Bad",4033.83,28.846825885872,154,"Yes",53.3919713930093,54.5412532139218,"Low_spent_Large_value_payments",310.647442059736,"Poor"
"CUS_0xae52",26,"Architect",17001.68,10,18,6,44,15,7.19,11,"Bad",4033.83,30.3570694338638,155,"Yes",53.3919713930093,54.2661145069341,"Low_spent_Small_value_payments",290.922580766723,"Poor"
"CUS_0xae52",26,"Architect",17001.68,10,18,6,44,15,8.19,11,"Bad",4033.83,39.0457104400081,156,"Yes",53.3919713930093,115.531878785991,"Low_spent_Small_value_payments",269.656816487666,"Poor"
"CUS_0x3172",30,"Lawyer",117724.16,1,10,2,10,8,10.26,4,"Good",560.8,40.5924447822657,189,"No",156.374876244793,771.256336115986,"Low_spent_Medium_value_payments",330.203454305888,"Good"
"CUS_0x3172",30,"Lawyer",117724.16,1,10,2,9,8,10.26,5,"Good",560.8,37.2531716248082,190,"No",156.374876244793,447.763318441999,"Low_spent_Small_value_payments",632.029805313209,"Standard"
"CUS_0x3172",30,"Lawyer",117724.16,1,10,2,10,8,10.26,5,"Good",560.8,27.8774453618755,191,"No",156.374876244793,328.076374135103,"Low_spent_Medium_value_payments",743.383416286771,"Good"
"CUS_0x3172",30,"Lawyer",117724.16,1,10,2,10,5,13.26,5,"Good",560.8,36.9221722606584,192,"No",156.374876244793,249.964642779969,"High_spent_Medium_value_payments",821.495147641905,"Good"
"CUS_0x3172",30,"Lawyer",117724.16,1,10,2,10,8,10.26,5,"Good",560.8,32.3622289103087,193,"No",156.374876244793,447.763318441999,"Low_spent_Small_value_payments",632.029805313209,"Good"
"CUS_0x3172",30,"Lawyer",117724.16,1,10,2,10,9,14.26,5,"Good",560.8,36.975815209837,192,"No",156.374876244793,893.493057363353,"Low_spent_Medium_value_payments",207.966733058521,"Good"
"CUS_0x3172",31,"Lawyer",117724.16,1,10,2,10,5,3.26,5,"Good",560.8,36.8954886441741,195,"No",156.374876244793,225.092786755111,"High_spent_Large_value_payments",836.367003666763,"Standard"
"CUS_0x3172",31,"Lawyer",117724.16,1,10,2,13,11,10.26,5,"Good",560.8,32.2677869098491,196,"No",156.374876244793,218.69671350247,"Low_spent_Medium_value_payments",852.763076919404,"Standard"
"CUS_0xc5d3",23,"Entrepreneur",119149.92,4,10,3,29,7,-2.7,0,"Good",982.81,31.773195598091,271,"No",246.076917517412,400.866080394878,"Low_spent_Small_value_payments",617.515859230567,"Standard"
"CUS_0xc5d3",23,"Entrepreneur",119149.92,4,10,3,30,9,5.3,1,"Good",982.81,29.2459805375349,272,"No",246.076917517412,166.214450497401,"High_spent_Large_value_payments",835.024631985186,"Good"
"CUS_0xc5d3",23,"Entrepreneur",119149.92,4,10,3,29,10,2.3,1,"Good",982.81,27.0299260796036,273,"No",246.076917517412,1033.21063898939,"Low_spent_Medium_value_payments",8.0284434932006,"Good"
"CUS_0xc5d3",23,"Entrepreneur",119149.92,4,10,3,24,9,2.3,1,"Good",982.81,43.0326255613774,274,"No",246.076917517412,399.849735433801,"High_spent_Medium_value_payments",611.389347048787,"Standard"
"CUS_0xc5d3",23,"Entrepreneur",119149.92,4,10,3,26,10,2.3,1,"Good",982.81,38.5672097803099,275,"No",246.076917517412,277.890471909012,"High_spent_Large_value_payments",743.348610573576,"Standard"
"CUS_0xc5d3",23,"Entrepreneur",119149.92,4,10,3,29,9,2.3,1,"Good",982.81,36.0800401269353,276,"No",246.076917517412,449.471503822428,"High_spent_Large_value_payments",591.767578660159,"Standard"
"CUS_0xc5d3",24,"Entrepreneur",119149.92,4,10,3,29,10,2.3,1,"Good",982.81,31.4754164921324,277,"No",246.076917517412,174.761143975587,"High_spent_Large_value_payments",826.477938507001,"Standard"
"CUS_0xc5d3",24,"Entrepreneur",119149.92,4,10,3,29,10,2.3,1,"Good",982.81,29.1173855533493,278,"No",246.076917517412,304.664618136527,"High_spent_Medium_value_payments",706.574464346061,"Standard"
"CUS_0x4721",36,"Journalist",38392.96,8,26,2,38,20,7.88,10,"Bad",1305.12,31.3194748851126,185,"Yes",46.9182793933641,53.3744145307116,"High_spent_Small_value_payments",462.848639409258,"Poor"
"CUS_0x4721",36,"Journalist",38392.96,8,26,2,41,20,7.88,10,"Bad",1305.12,30.4406933403597,186,"Yes",46.9182793933641,373.592975296713,"Low_spent_Small_value_payments",172.630078643257,"Poor"
"CUS_0x4721",36,"Journalist",38392.96,8,26,2,36,19,2.88,10,"Bad",1305.12,38.7932919146327,187,"Yes",46.9182793933641,253.628760287713,"Low_spent_Small_value_payments",292.594293652256,"Poor"
"CUS_0x4721",36,"Journalist",38392.96,8,26,2,45,20,7.88,10,"Bad",1305.12,25.2865295786262,188,"Yes",46.9182793933641,212.990294679789,"Low_spent_Small_value_payments",403.505012308637,"Standard"
"CUS_0x4721",37,"Journalist",38392.96,8,26,2,41,22,7.88,10,"Bad",1305.12,28.7309375392323,189,"Yes",46.9182793933641,275.727322728442,"Low_spent_Medium_value_payments",260.495731211527,"Poor"
"CUS_0x4721",37,"Journalist",38392.96,8,26,2,41,20,7.88,10,"Bad",1305.12,37.5085079649775,190,"Yes",46.9182793933641,278.636572119971,"Low_spent_Small_value_payments",267.586481819999,"Poor"
"CUS_0x4721",37,"Journalist",38392.96,8,26,2,41,20,7.88,10,"Bad",1305.12,35.3462502804097,191,"Yes",46.9182793933641,87.0604241413615,"High_spent_Medium_value_payments",419.162629798608,"Standard"
"CUS_0x4721",37,"Journalist",38392.96,8,26,2,41,20,7.88,10,"Bad",1305.12,25.552603579679,192,"Yes",46.9182793933641,168.911593653613,"High_spent_Small_value_payments",347.311460286356,"Standard"
"CUS_0x5e3c",34,"Scientist",36607.63,0,5,2,11,4,0.98,3,"Good",836.46,33.4629931916679,347,"No",45.4112318683318,29.3140688158439,"Low_spent_Small_value_payments",463.938282649158,"Poor"
"CUS_0x5e3c",34,"Scientist",36607.63,0,5,2,6,1,0.98,7,"Good",836.46,36.6788970492978,348,"No",45.4112318683318,50.8435208246257,"High_spent_Medium_value_payments",452.408830640376,"Poor"
"CUS_0x5e3c",34,"Scientist",36607.63,0,5,2,11,4,0.98,7,"Good",836.46,30.1965783683516,349,"No",45.4112318683318,137.46753618654,"High_spent_Small_value_payments",375.784815278462,"Poor"
"CUS_0x5e3c",34,"Scientist",36607.63,0,5,2,16,4,0.98,7,"Good",836.46,29.373477441174,350,"No",45.4112318683318,111.921280901604,"High_spent_Medium_value_payments",391.331070563397,"Poor"
"CUS_0x5e3c",34,"Scientist",36607.63,0,5,2,13,4,0.98,7,"Good",836.46,33.7431680382054,351,"No",45.4112318683318,58.2303884703588,"High_spent_Large_value_payments",435.021962994643,"Standard"
"CUS_0x5e3c",34,"Scientist",36607.63,0,5,2,7,5,0.98,7,"Good",836.46,34.1422944823703,350,"No",45.4112318683318,321.814895148317,"Low_spent_Small_value_payments",221.437456316684,"Poor"
"CUS_0x5e3c",34,"Scientist",36607.63,0,5,2,11,4,0.98,7,"Good",836.46,37.9103335214243,353,"No",45.4112318683318,393.419627713454,"Low_spent_Small_value_payments",149.832723751547,"Poor"
"CUS_0x5e3c",34,"Scientist",36607.63,0,5,2,9,4,0.98,7,"Good",836.46,33.072838175364,354,"No",45.4112318683318,294.825723015409,"Low_spent_Small_value_payments",248.426628449592,"Poor"
"CUS_0x352f",14,"Teacher",14015.32,8,11,6,20,20,19.01,7,"Standard",1852.75,33.1046632716102,118,"Yes",54.0019050887912,128.429618337472,"Low_spent_Medium_value_payments",221.46280990707,"Standard"
"CUS_0x352f",14,"Teacher",14015.32,8,11,6,20,20,14.01,7,"Standard",1852.75,34.290846885085,119,"Yes",54.0019050887912,156.907718472698,"Low_spent_Small_value_payments",202.984709771844,"Standard"
"CUS_0x352f",14,"Teacher",14015.32,8,11,6,20,18,19.01,7,"Standard",1852.75,33.5692725476379,120,"Yes",54.0019050887912,158.098921070067,"Low_spent_Small_value_payments",201.793507174475,"Standard"
"CUS_0x352f",14,"Teacher",14015.32,8,11,6,20,20,19.01,7,"Standard",1852.75,36.925241097932,121,"Yes",54.0019050887912,145.779737846049,"Low_spent_Small_value_payments",214.112690398494,"Standard"
"CUS_0x352f",14,"Teacher",14015.32,8,11,6,19,20,12.01,7,"Standard",1852.75,35.5351077757317,122,"Yes",54.0019050887912,73.6107636445395,"Low_spent_Small_value_payments",276.281664600003,"Standard"
"CUS_0x352f",14,"Teacher",14015.32,8,11,6,20,20,19.01,7,"Standard",1852.75,36.2676464550931,123,"Yes",54.0019050887912,105.134318906711,"Low_spent_Small_value_payments",254.758109337831,"Standard"
"CUS_0x352f",14,"Teacher",14015.32,8,11,6,20,20,19.01,7,"Standard",1852.75,23.8374630602601,124,"Yes",54.0019050887912,59.8904518252717,"High_spent_Small_value_payments",270.001976419271,"Standard"
"CUS_0x352f",14,"Teacher",14015.32,8,11,6,16,20,23.01,7,"Standard",1852.75,33.4442729745187,125,"Yes",54.0019050887912,42.0581589856197,"Low_spent_Large_value_payments",297.834269258923,"Standard"
"CUS_0x318e",32,"Doctor",17488.905,5,20,3,24,7,8.64,7,"Standard",1169.13,25.8868316168659,293,"No",31.8746615135205,47.6843665584057,"Low_spent_Medium_value_payments",364.781846928074,"Standard"
"CUS_0x318e",33,"Doctor",17488.905,5,20,3,27,9,8.64,4,"Standard",1169.13,26.2698470042311,294,"No",31.8746615135205,93.0971107764474,"Low_spent_Medium_value_payments",319.369102710032,"Standard"
"CUS_0x318e",33,"Doctor",17488.905,5,20,3,27,9,8.64,4,"Standard",1169.13,38.4057216868818,297,"No",31.8746615135205,134.323738830834,"Low_spent_Large_value_payments",268.142474655646,"Standard"
"CUS_0x318e",33,"Doctor",17488.905,5,20,3,27,12,8.64,4,"Standard",1169.13,31.9072943526841,296,"No",31.8746615135205,96.1475873980059,"Low_spent_Small_value_payments",326.318626088474,"Standard"
"CUS_0x318e",33,"Doctor",17488.905,5,20,3,30,6,15.64,9,"Standard",1169.13,28.7171332545517,297,"No",31.8746615135205,48.2710737861133,"High_spent_Small_value_payments",344.195139700366,"Standard"
"CUS_0x318e",33,"Doctor",17488.905,5,20,3,27,9,8.64,9,"Standard",1169.13,38.636683870494,298,"No",31.8746615135205,33.8123453513551,"High_spent_Large_value_payments",338.653868135124,"Standard"
"CUS_0x318e",33,"Doctor",17488.905,5,20,3,27,9,3.64,9,"Standard",1169.13,31.0314735359058,299,"No",31.8746615135205,116.140728191675,"Low_spent_Small_value_payments",306.325485294804,"Poor"
"CUS_0x318e",33,"Doctor",17488.905,5,20,3,27,7,8.64,9,"Standard",1169.13,24.0753109072218,300,"No",31.8746615135205,73.6546541000821,"Low_spent_Small_value_payments",348.811559386397,"Standard"
"CUS_0xb676",38,"Accountant",11562.215,4,5,1,28,20,11.52,2,"Standard",537.45,31.7697715119655,253,"Yes",4.91613854237066,91.583261257882,"Low_spent_Small_value_payments",291.452391866414,"Standard"
"CUS_0xb676",38,"Accountant",11562.215,4,5,1,23,20,8.52,2,"Standard",537.45,35.7275970502303,254,"Yes",4.91613854237066,38.5626076710066,"Low_spent_Small_value_payments",344.473045453289,"Standard"
"CUS_0xb676",38,"Accountant",11562.215,4,5,1,28,20,8.52,2,"Standard",537.45,31.669654281165,257,"Yes",4.91613854237066,43.5780312201511,"Low_spent_Small_value_payments",339.457621904145,"Standard"
"CUS_0xb676",38,"Accountant",11562.215,4,5,1,28,20,13.52,2,"Standard",537.45,34.1390173495596,256,"Yes",4.91613854237066,86.3192791137814,"Low_spent_Small_value_payments",296.716374010515,"Standard"
"CUS_0xb676",38,"Accountant",11562.215,4,5,1,28,20,8.52,2,"Standard",537.45,32.9894822615916,257,"Yes",4.91613854237066,101.685082452326,"Low_spent_Small_value_payments",281.35057067197,"Standard"
"CUS_0xb676",38,"Accountant",11562.215,4,5,1,28,20,9.66285714285714,2,"Standard",537.45,29.2997615661225,258,"Yes",4.91613854237066,58.8288384768631,"Low_spent_Medium_value_payments",314.206814647433,"Standard"
"CUS_0xb676",39,"Accountant",11562.215,4,5,1,28,20,8.52,2,"Standard",537.45,29.5058934815107,259,"Yes",4.91613854237066,59.8381260389369,"Low_spent_Medium_value_payments",313.197527085359,"Standard"
"CUS_0xb676",39,"Accountant",11562.215,4,5,1,28,20,8.52,2,"Standard",537.45,38.3147893183223,260,"Yes",4.91613854237066,33.2796659577987,"Low_spent_Small_value_payments",349.755987166497,"Standard"
"CUS_0x8b6f",48,"Lawyer",126982.68,0,1,0,10,9,7.26,4,"Good",1351.84,34.7383783778638,299,"No",0,824.229405725037,"Low_spent_Large_value_payments",500.159594274963,"Good"
"CUS_0x8b6f",48,"Lawyer",126982.68,0,1,0,10,9,7.26,4,"Good",1351.84,38.7785239975196,300,"No",0,436.966963719817,"High_spent_Small_value_payments",877.422036280183,"Good"
"CUS_0x8b6f",48,"Lawyer",126982.68,0,1,0,10,9,7.26,4,"Good",1351.84,39.3450928236864,301,"No",0,472.816922735345,"Low_spent_Medium_value_payments",1034.3164244189,"Good"
"CUS_0x8b6f",48,"Lawyer",126982.68,0,1,0,10,9,5.26,4,"Good",1351.84,41.0056926107521,302,"No",0,257.327108700373,"High_spent_Large_value_payments",1037.06189129963,"Good"
"CUS_0x8b6f",49,"Lawyer",126982.68,0,1,0,13,9,7.26,4,"Good",1351.84,25.7142407819987,303,"No",0,472.816922735345,"Low_spent_Small_value_payments",164.360747028096,"Good"
"CUS_0x8b6f",49,"Lawyer",126982.68,0,1,0,9,8,7.26,4,"Good",1351.84,24.6780647894078,304,"No",0,601.30490617223,"Low_spent_Medium_value_payments",733.08409382777,"Good"
"CUS_0x8b6f",48,"Lawyer",126982.68,0,1,0,15,9,7.26,4,"Good",1351.84,39.2766192980625,305,"No",0,421.193243187801,"Low_spent_Medium_value_payments",913.195756812199,"Good"
"CUS_0x8b6f",49,"Lawyer",126982.68,0,1,0,10,9,7.26,4,"Good",1351.84,35.0257578430902,306,"No",0,295.879908906813,"High_spent_Medium_value_payments",1008.50909109319,"Good"
"CUS_0xb64a",37,"Engineer",104168.22,3,14,0,27,15,9.97,3,"Standard",39.68,41.0178004551194,260,"No",0,57.2180333545069,"High_spent_Large_value_payments",1048.35046664549,"Standard"
"CUS_0xb64a",37,"Engineer",104168.22,3,14,0,29,12,9.97,3,"Standard",39.68,36.3337887870021,261,"No",0,311.564400494926,"High_spent_Medium_value_payments",804.004099505074,"Standard"
"CUS_0xb64a",38,"Engineer",104168.22,3,14,0,27,15,9.97,3,"Standard",39.68,40.9512462514533,262,"No",0,679.491151725695,"Low_spent_Medium_value_payments",466.077348274305,"Standard"
"CUS_0xb64a",38,"Engineer",104168.22,3,14,0,27,15,9.97,3,"Standard",39.68,37.8785378133782,263,"No",0,228.22434899342,"High_spent_Small_value_payments",897.34415100658,"Poor"
"CUS_0xb64a",38,"Engineer",104168.22,3,14,0,27,12,9.97,3,"Standard",39.68,40.6360712535779,264,"No",0,480.159803906112,"High_spent_Medium_value_payments",655.408696093888,"Poor"
"CUS_0xb64a",38,"Engineer",104168.22,3,14,0,30,15,9.97,3,"Standard",39.68,35.5607158303152,265,"No",0,263.511681046281,"Low_spent_Medium_value_payments",882.056818953719,"Poor"
"CUS_0xb64a",38,"Engineer",104168.22,3,14,0,27,15,9.97,3,"Standard",39.68,34.7091469634001,266,"No",0,582.895633153274,"Low_spent_Large_value_payments",552.672866846726,"Standard"
"CUS_0xb64a",38,"Engineer",104168.22,3,14,0,27,15,15.97,7,"Standard",39.68,37.9060383782046,263,"No",0,310.720003324436,"High_spent_Medium_value_payments",804.848496675564,"Standard"
"CUS_0x8204",19,"Developer",32414.96,6,15,6,34,13,9.06,11,"Bad",2129.39,25.3061797590493,165,"Yes",81.5517027513411,194.716030473389,"Low_spent_Small_value_payments",296.356933441936,"Poor"
"CUS_0x8204",19,"Developer",32414.96,6,15,6,34,15,9.06,11,"Bad",2129.39,24.4518478073249,166,"Yes",81.5517027513411,182.651624110666,"Low_spent_Small_value_payments",308.421339804659,"Poor"
"CUS_0x8204",19,"Developer",32414.96,6,15,6,35,15,9.06,11,"Bad",2129.39,32.5891948774587,167,"Yes",81.5517027513411,65.8696911921999,"High_spent_Medium_value_payments",385.203272723126,"Standard"
"CUS_0x8204",19,"Developer",32414.96,6,15,6,30,15,9.06,11,"Bad",2129.39,24.7909422738415,168,"Yes",81.5517027513411,162.325364324504,"High_spent_Small_value_payments",278.365518742471,"Standard"
